Year,Precinct,Crime Reports,2010_Percent_Black_Residents,2010_Percent_Non-Hispanic Asian_Residents,2010_Percent_Non-Hispanic White_Residents,Complaints,Substantiated,Annual_Mean_Crime_Reports,Annual_Mean_Complaints,Annual_Mean_Substantiated,Arrests_Precinct_Year
2016.0,60,5760.0,15.300446882372121,12.400506338825066,56.96791269491168,46.0,2.0,6141.785714285715,47.214285714285715,3.5,4538.0
2017.0,60,5588.0,15.300446882372121,12.400506338825066,56.96791269491168,49.0,2.0,6141.785714285715,47.214285714285715,3.5,4133.0
2018.0,60,6009.0,15.300446882372121,12.400506338825066,56.96791269491168,83.0,7.0,6141.785714285715,47.214285714285715,3.5,3880.0
2019.0,60,5346.0,15.300446882372121,12.400506338825066,56.96791269491168,39.0,3.0,6141.785714285715,47.214285714285715,3.5,3194.0
2006.0,60,6756.0,15.300446882372121,12.400506338825066,56.96791269491168,75.0,0.0,6141.785714285715,47.214285714285715,3.5,4614.0
2007.0,60,6499.0,15.300446882372121,12.400506338825066,56.96791269491168,40.0,3.0,6141.785714285715,47.214285714285715,3.5,4988.0
2008.0,60,6624.0,15.300446882372121,12.400506338825066,56.96791269491168,51.0,3.0,6141.785714285715,47.214285714285715,3.5,4808.0
2009.0,60,5941.0,15.300446882372121,12.400506338825066,56.96791269491168,34.0,1.0,6141.785714285715,47.214285714285715,3.5,5213.0
2010.0,60,6592.0,15.300446882372121,12.400506338825066,56.96791269491168,34.0,2.0,6141.785714285715,47.214285714285715,3.5,5090.0
2011.0,60,6244.0,15.300446882372121,12.400506338825066,56.96791269491168,42.0,5.0,6141.785714285715,47.214285714285715,3.5,4562.0
2012.0,60,6168.0,15.300446882372121,12.400506338825066,56.96791269491168,33.0,1.0,6141.785714285715,47.214285714285715,3.5,4142.0
2013.0,60,6001.0,15.300446882372121,12.400506338825066,56.96791269491168,39.0,4.0,6141.785714285715,47.214285714285715,3.5,4392.0
2014.0,60,6169.0,15.300446882372121,12.400506338825066,56.96791269491168,43.0,3.0,6141.785714285715,47.214285714285715,3.5,4670.0
2015.0,60,6288.0,15.300446882372121,12.400506338825066,56.96791269491168,53.0,13.0,6141.785714285715,47.214285714285715,3.5,4974.0
2016.0,34,5427.0,13.964019741380834,2.7860819727229305,22.59556703401673,67.0,13.0,5286.428571428572,62.92857142857143,6.714285714285714,4454.0
2017.0,34,5731.0,13.964019741380834,2.7860819727229305,22.59556703401673,131.0,19.0,5286.428571428572,62.92857142857143,6.714285714285714,4126.0
2018.0,34,5474.0,13.964019741380834,2.7860819727229305,22.59556703401673,120.0,25.0,5286.428571428572,62.92857142857143,6.714285714285714,3096.0
2019.0,34,5150.0,13.964019741380834,2.7860819727229305,22.59556703401673,61.0,7.0,5286.428571428572,62.92857142857143,6.714285714285714,2435.0
2006.0,34,5116.0,13.964019741380834,2.7860819727229305,22.59556703401673,69.0,1.0,5286.428571428572,62.92857142857143,6.714285714285714,5652.0
2007.0,34,5536.0,13.964019741380834,2.7860819727229305,22.59556703401673,51.0,2.0,5286.428571428572,62.92857142857143,6.714285714285714,6374.0
2008.0,34,5336.0,13.964019741380834,2.7860819727229305,22.59556703401673,51.0,5.0,5286.428571428572,62.92857142857143,6.714285714285714,5768.0
2009.0,34,5314.0,13.964019741380834,2.7860819727229305,22.59556703401673,73.0,7.0,5286.428571428572,62.92857142857143,6.714285714285714,6126.0
2010.0,34,4989.0,13.964019741380834,2.7860819727229305,22.59556703401673,44.0,3.0,5286.428571428572,62.92857142857143,6.714285714285714,6071.0
2011.0,34,5082.0,13.964019741380834,2.7860819727229305,22.59556703401673,50.0,5.0,5286.428571428572,62.92857142857143,6.714285714285714,5957.0
2012.0,34,5126.0,13.964019741380834,2.7860819727229305,22.59556703401673,37.0,2.0,5286.428571428572,62.92857142857143,6.714285714285714,5998.0
2013.0,34,5149.0,13.964019741380834,2.7860819727229305,22.59556703401673,39.0,0.0,5286.428571428572,62.92857142857143,6.714285714285714,5392.0
2014.0,34,5175.0,13.964019741380834,2.7860819727229305,22.59556703401673,30.0,2.0,5286.428571428572,62.92857142857143,6.714285714285714,5795.0
2015.0,34,5405.0,13.964019741380834,2.7860819727229305,22.59556703401673,58.0,3.0,5286.428571428572,62.92857142857143,6.714285714285714,4530.0
2016.0,48,7668.0,36.47467153459996,1.2658227848101267,7.468834818533375,53.0,5.0,7938.428571428572,77.57142857142857,6.071428571428571,5718.0
2017.0,48,7898.0,36.47467153459996,1.2658227848101267,7.468834818533375,142.0,15.0,7938.428571428572,77.57142857142857,6.071428571428571,5009.0
2018.0,48,7599.0,36.47467153459996,1.2658227848101267,7.468834818533375,158.0,8.0,7938.428571428572,77.57142857142857,6.071428571428571,4604.0
2019.0,48,7229.0,36.47467153459996,1.2658227848101267,7.468834818533375,166.0,20.0,7938.428571428572,77.57142857142857,6.071428571428571,3551.0
2006.0,48,7373.0,36.47467153459996,1.2658227848101267,7.468834818533375,42.0,4.0,7938.428571428572,77.57142857142857,6.071428571428571,5467.0
2007.0,48,9086.0,36.47467153459996,1.2658227848101267,7.468834818533375,102.0,6.0,7938.428571428572,77.57142857142857,6.071428571428571,7846.0
2008.0,48,8115.0,36.47467153459996,1.2658227848101267,7.468834818533375,52.0,5.0,7938.428571428572,77.57142857142857,6.071428571428571,7049.0
2009.0,48,8199.0,36.47467153459996,1.2658227848101267,7.468834818533375,49.0,2.0,7938.428571428572,77.57142857142857,6.071428571428571,7417.0
2010.0,48,8220.0,36.47467153459996,1.2658227848101267,7.468834818533375,65.0,1.0,7938.428571428572,77.57142857142857,6.071428571428571,7756.0
2011.0,48,7319.0,36.47467153459996,1.2658227848101267,7.468834818533375,82.0,6.0,7938.428571428572,77.57142857142857,6.071428571428571,6731.0
2012.0,48,7803.0,36.47467153459996,1.2658227848101267,7.468834818533375,37.0,2.0,7938.428571428572,77.57142857142857,6.071428571428571,6729.0
2013.0,48,8211.0,36.47467153459996,1.2658227848101267,7.468834818533375,42.0,1.0,7938.428571428572,77.57142857142857,6.071428571428571,7175.0
2014.0,48,8289.0,36.47467153459996,1.2658227848101267,7.468834818533375,39.0,1.0,7938.428571428572,77.57142857142857,6.071428571428571,6724.0
2015.0,48,8129.0,36.47467153459996,1.2658227848101267,7.468834818533375,57.0,9.0,7938.428571428572,77.57142857142857,6.071428571428571,6133.0
2016.0,102,5656.0,13.262143327670492,23.888638491141695,19.871719307977674,59.0,3.0,6058.214285714285,42.357142857142854,2.4285714285714284,4354.0
2017.0,102,4899.0,13.262143327670492,23.888638491141695,19.871719307977674,62.0,6.0,6058.214285714285,42.357142857142854,2.4285714285714284,4228.0
2018.0,102,5151.0,13.262143327670492,23.888638491141695,19.871719307977674,65.0,6.0,6058.214285714285,42.357142857142854,2.4285714285714284,3496.0
2019.0,102,4904.0,13.262143327670492,23.888638491141695,19.871719307977674,47.0,2.0,6058.214285714285,42.357142857142854,2.4285714285714284,2814.0
2006.0,102,6552.0,13.262143327670492,23.888638491141695,19.871719307977674,38.0,0.0,6058.214285714285,42.357142857142854,2.4285714285714284,3839.0
2007.0,102,6773.0,13.262143327670492,23.888638491141695,19.871719307977674,52.0,1.0,6058.214285714285,42.357142857142854,2.4285714285714284,4383.0
2008.0,102,6929.0,13.262143327670492,23.888638491141695,19.871719307977674,58.0,0.0,6058.214285714285,42.357142857142854,2.4285714285714284,4764.0
2009.0,102,6501.0,13.262143327670492,23.888638491141695,19.871719307977674,27.0,0.0,6058.214285714285,42.357142857142854,2.4285714285714284,4282.0
2010.0,102,6306.0,13.262143327670492,23.888638491141695,19.871719307977674,30.0,1.0,6058.214285714285,42.357142857142854,2.4285714285714284,4384.0
2011.0,102,6188.0,13.262143327670492,23.888638491141695,19.871719307977674,21.0,0.0,6058.214285714285,42.357142857142854,2.4285714285714284,3925.0
2012.0,102,6255.0,13.262143327670492,23.888638491141695,19.871719307977674,22.0,0.0,6058.214285714285,42.357142857142854,2.4285714285714284,3926.0
2013.0,102,6655.0,13.262143327670492,23.888638491141695,19.871719307977674,38.0,5.0,6058.214285714285,42.357142857142854,2.4285714285714284,4502.0
2014.0,102,6231.0,13.262143327670492,23.888638491141695,19.871719307977674,33.0,0.0,6058.214285714285,42.357142857142854,2.4285714285714284,3916.0
2015.0,102,5815.0,13.262143327670492,23.888638491141695,19.871719307977674,41.0,10.0,6058.214285714285,42.357142857142854,2.4285714285714284,3736.0
2016.0,25,6299.0,49.27117392680097,2.8288155257884187,7.547727033013395,43.0,6.0,6261.5,59.92857142857143,3.5,6656.0
2017.0,25,6228.0,49.27117392680097,2.8288155257884187,7.547727033013395,53.0,3.0,6261.5,59.92857142857143,3.5,6464.0
2018.0,25,6432.0,49.27117392680097,2.8288155257884187,7.547727033013395,107.0,6.0,6261.5,59.92857142857143,3.5,5356.0
2019.0,25,6817.0,49.27117392680097,2.8288155257884187,7.547727033013395,72.0,5.0,6261.5,59.92857142857143,3.5,4693.0
2006.0,25,5333.0,49.27117392680097,2.8288155257884187,7.547727033013395,77.0,0.0,6261.5,59.92857142857143,3.5,7798.0
2007.0,25,5980.0,49.27117392680097,2.8288155257884187,7.547727033013395,77.0,5.0,6261.5,59.92857142857143,3.5,9057.0
2008.0,25,5885.0,49.27117392680097,2.8288155257884187,7.547727033013395,44.0,2.0,6261.5,59.92857142857143,3.5,8852.0
2009.0,25,5854.0,49.27117392680097,2.8288155257884187,7.547727033013395,75.0,0.0,6261.5,59.92857142857143,3.5,8785.0
2010.0,25,6225.0,49.27117392680097,2.8288155257884187,7.547727033013395,62.0,2.0,6261.5,59.92857142857143,3.5,9960.0
2011.0,25,5803.0,49.27117392680097,2.8288155257884187,7.547727033013395,43.0,3.0,6261.5,59.92857142857143,3.5,8940.0
2012.0,25,6401.0,49.27117392680097,2.8288155257884187,7.547727033013395,39.0,2.0,6261.5,59.92857142857143,3.5,9392.0
2013.0,25,6448.0,49.27117392680097,2.8288155257884187,7.547727033013395,53.0,2.0,6261.5,59.92857142857143,3.5,9822.0
2014.0,25,7140.0,49.27117392680097,2.8288155257884187,7.547727033013395,46.0,7.0,6261.5,59.92857142857143,3.5,9689.0
2015.0,25,6816.0,49.27117392680097,2.8288155257884187,7.547727033013395,48.0,6.0,6261.5,59.92857142857143,3.5,7407.0
2016.0,122,4957.0,2.999669021887726,6.562720352275835,79.05987825761609,36.0,1.0,7238.357142857143,39.0,2.7142857142857144,2176.0
2017.0,122,4910.0,2.999669021887726,6.562720352275835,79.05987825761609,78.0,10.0,7238.357142857143,39.0,2.7142857142857144,1996.0
2018.0,122,4912.0,2.999669021887726,6.562720352275835,79.05987825761609,66.0,0.0,7238.357142857143,39.0,2.7142857142857144,2004.0
2019.0,122,4240.0,2.999669021887726,6.562720352275835,79.05987825761609,35.0,0.0,7238.357142857143,39.0,2.7142857142857144,1833.0
