YEAR,ADDR_PCT_CD,CONDUCT,DRUGS,MISC,PROPERTY,TRAFFIC,VIOLENT
2012,23,2101,819,438,1268,34,1559
2012,24,1531,268,188,1964,28,826
2012,25,1675,1078,380,1853,60,1558
2012,26,1025,458,173,1085,21,740
2012,28,1217,671,320,1645,24,1176
2012,30,1320,950,212,1052,179,1252
2012,32,2081,794,476,1419,52,1747
2012,33,1253,263,177,1317,42,987
2012,34,1469,326,229,1762,55,1348
2012,40,3251,1891,550,2765,74,3177
2012,41,1907,652,864,1490,51,2056
2012,42,2269,1133,343,1596,55,2159
2012,43,3506,2024,592,3312,99,3623
2012,44,3025,2017,578,3427,72,3606
2012,45,1910,370,214,2113,64,1101
2012,46,2592,1651,473,1988,87,2884
2012,47,2545,1006,375,2359,93,2718
2012,48,1950,899,401,2087,77,2398
2012,49,1941,341,219,2103,361,1578
2012,50,1291,233,124,1741,47,910
2012,52,2601,1370,422,3429,126,2679
2012,60,1802,475,333,2146,43,1462
2012,61,1634,515,231,2596,89,1166
2012,62,1792,466,220,2022,72,1121
2012,63,1470,232,216,2212,35,1039
2012,66,1479,166,165,2035,79,963
2012,67,2534,706,490,2521,127,2843
2012,68,1737,391,206,1956,56,723
2012,69,1772,383,239,1461,44,1288
2012,70,2286,462,317,2884,73,1941
2012,71,1985,769,379,2159,81,1695
2012,72,1594,481,219,1729,81,1331
2012,73,3178,1240,849,2737,87,3557
2012,75,4244,2166,1121,4306,165,5062
2012,76,853,396,123,1065,20,610
2012,77,2242,1030,418,2069,77,2057
2012,78,846,87,98,1927,46,536
2012,79,2322,485,592,2206,74,2567
2012,81,1877,659,465,1787,57,1901
2012,83,1856,352,402,2162,79,2226
2012,84,1312,235,273,2205,41,899
2012,88,1165,447,194,2205,27,1049
2012,90,1734,511,256,2451,79,1493
2012,94,1000,197,128,1560,33,638
2012,100,784,94,177,986,26,580
2012,101,1336,108,266,1066,24,1233
2012,102,1926,215,320,2140,80,1606
2012,103,2086,232,498,2394,68,2329
2012,104,3440,398,342,2563,96,1573
2012,105,2394,104,349,2466,98,1672
2012,106,1939,159,288,2275,90,1318
2012,107,1570,122,207,1790,63,1018
2012,108,1543,248,152,1874,70,1035
2012,109,2277,250,281,3186,66,1540
2012,110,1406,255,267,2942,84,1723
2012,111,975,124,93,1404,45,413
2012,112,1030,44,99,1962,47,519
2012,113,2185,246,560,3137,493,2389
2012,114,2787,433,436,3331,91,1992
2012,115,1853,639,303,2468,90,2183
2012,120,4122,885,741,3116,62,2908
2012,121,2,0,1,14,0,5
2012,122,3378,627,391,2805,77,1226
2012,123,1484,188,141,900,16,428
2013,1,1269,155,162,3691,56,574
2013,5,932,123,199,2371,47,700
2013,6,841,545,183,3237,42,775
2013,7,1131,346,236,1154,38,873
2013,9,1419,457,222,2913,45,947
2013,10,1033,358,157,2121,37,670
2013,13,1390,188,205,4380,88,1028
2013,14,1210,582,363,7605,51,1452
2013,17,588,78,80,1857,61,453
2013,18,1589,427,213,4466,96,1125
2013,19,1194,240,130,3910,98,640
2013,20,966,84,110,2308,36,489
2013,22,53,44,23,203,3,83
2013,23,2208,649,478,1462,30,1547
2013,24,1394,223,177,2011,33,807
2013,25,1750,1064,383,1788,55,1552
2013,26,883,344,186,1073,26,731
2013,28,1286,545,284,1825,37,1069
2013,30,1160,809,295,1078,157,1287
2013,32,1915,558,478,1288,41,1767
2013,33,1189,397,204,1270,39,1073
2013,34,1378,378,199,1932,55,1277
2013,40,2854,1871,593,2859,85,3117
2013,41,1908,735,928,1581,65,2202
2013,42,2020,1029,299,1663,67,2198
2013,43,3551,1327,624,3341,115,3494
2013,44,2988,1610,543,3460,82,3580
2013,45,1897,364,216,2131,64,1016
2013,46,2624,1005,458,2088,97,2865
2013,47,2346,606,403,2260,114,2695
2013,48,2130,1008,422,2184,96,2390
2013,49,1956,532,202,2081,570,1366
2013,50,1316,308,127,1545,43,791
2013,52,2424,1331,420,3281,101,2632
2013,60,1730,618,296,1885,42,1545
2013,61,1434,422,251,2420,81,1122
2013,62,1850,301,245,2126,61,1070
2013,63,1252,205,201,2218,54,836
2013,66,1334,191,160,2076,63,855
2013,67,2661,756,572,2531,133,2815
2013,68,1689,424,203,1976,62,720
2013,69,1601,322,237,1386,66,1270
2013,70,2108,417,388,2838,99,1870
2013,71,1955,563,380,2171,77,1740
2013,72,1522,549,202,1777,76,1213
2013,73,2947,703,858,2299,80,3415
2013,75,4243,2089,1101,4326,203,4949
2013,76,765,203,120,1026,29,538
2013,77,1911,942,486,2163,83,2082
2013,78,823,90,100,2309,36,559
2013,79,2247,565,584,2254,81,2286
2013,81,1819,659,497,1642,62,1921
2013,83,1745,336,384,2319,76,2020
2013,84,1171,219,293,2471,40,809
2013,88,1146,274,201,1620,47,940
2013,90,1763,527,306,2505,89,1442
2013,94,864,224,143,1562,38,705
2013,100,696,96,191,702,23,631
2013,101,1397,120,368,1138,23,1282
2013,102,2114,268,369,2205,73,1658
2013,103,2347,292,596,2633,77,2658
2013,104,2386,338,315,2609,80,1425
2013,105,2552,147,417,2256,110,1717
2013,106,1965,171,362,2036,86,1423
2013,107,1639,160,221,1936,48,979
2013,108,1792,238,185,2179,88,1041
2013,109,2187,260,272,3425,90,1537
2013,110,1508,288,265,3138,95,1817
2013,111,1099,129,98,1347,43,400
2013,112,911,58,94,2071,35,413
2013,113,2119,308,655,2682,517,2470
2013,114,2723,580,441,3272,88,1980
2013,115,2057,742,391,2565,112,2241
2013,120,3589,509,603,2403,69,2295
2013,121,1232,311,209,1270,23,622
2013,122,2709,517,283,2225,46,883
2013,123,1136,231,157,929,14,370
2014,1,1105,248,166,3438,48,565
2014,5,937,114,213,2120,53,688
2014,6,793,450,148,2874,31,716
2014,7,1209,365,233,1170,35,827
2014,9,1281,379,199,2626,30,912
2014,10,918,338,145,1885,40,598
2014,13,1322,150,163,3973,73,1184
2014,14,1209,529,352,7078,94,1440
2014,17,563,75,73,1625,53,509
2014,18,1551,290,256,4600,96,1077
2014,19,1118,236,112,3582,66,688
2014,20,926,69,141,2269,21,452
2014,22,79,27,13,140,4,85
2014,23,2169,654,433,1445,39,1543
2014,24,1295,216,194,1982,27,755
2014,25,2186,1308,376,1796,35,1581
2014,26,968,210,141,1005,19,637
2014,28,1317,421,296,1741,24,1028
2014,30,1231,631,280,993,83,1173
2014,32,2008,635,421,1346,56,1704
2014,33,1041,259,181,1321,42,997
2014,34,1545,444,206,1742,58,1251
2014,40,3106,1843,637,2976,73,3083
2014,41,1942,764,998,1794,72,2150
2014,42,2120,1079,334,1668,44,2320
2014,43,3468,1077,605,3161,123,3592
2014,44,2728,1266,458,3653,87,3343
2014,45,2109,311,230,2315,62,1108
2014,46,2776,1252,483,2289,77,2873
2014,47,2411,837,430,2305,122,2732
2014,48,2177,1063,407,2116,96,2433
2014,49,1880,501,222,2242,392,1375
2014,50,1258,404,145,1724,41,822
2014,52,2481,1533,499,3389,64,2672
2014,60,1788,639,333,1912,44,1547
2014,61,1557,366,262,2529,80,1087
2014,62,1881,324,302,2172,58,1198
2014,63,1279,295,178,2070,35,870
2014,66,1233,252,158,1966,75,777
2014,67,2841,809,587,2646,148,2971
2014,68,1473,431,213,1798,51,725
2014,69,1508,298,286,1494,34,1195
2014,70,2040,333,469,2925,78,1847
2014,71,2089,593,406,2144,82,1748
2014,72,1472,527,195,1726,57,1273
2014,73,2888,778,769,2130,86,3136
2014,75,4455,1846,1194,4756,200,4946
2014,76,809,173,107,1054,25,453
2014,77,2121,724,438,2150,69,1894
2014,78,942,107,91,2282,42,518
2014,79,2106,425,485,2398,75,1993
2014,81,1752,677,381,1771,67,1716
2014,83,1733,292,328,2408,76,1762
2014,84,1132,173,289,2484,52,743
2014,88,1194,272,212,1678,56,904
2014,90,1815,430,286,2700,77,1253
2014,94,1059,219,133,1752,43,549
2014,100,939,94,266,909,20,623
2014,101,1507,121,447,1105,26,1234
2014,102,2007,213,339,2244,74,1382
2014,103,2493,303,624,2579,73,2374
2014,104,2321,262,358,2506,73,1379
2014,105,2476,155,445,2298,101,1675
2014,106,2139,138,295,2182,75,1298
2014,107,1538,169,204,1749,46,910
2014,108,1680,285,163,1962,87,1044
2014,109,2261,161,289,3598,84,1474
2014,110,1463,288,265,3154,91,1765
2014,111,941,103,81,1346,28,332
2014,112,917,84,107,1906,85,436
2014,113,1910,280,707,2665,723,2275
2014,114,2949,600,505,3309,100,1986
2014,115,1951,910,421,2752,106,2333
2014,120,3005,379,548,1910,55,1716
2014,121,2276,675,372,2388,38,1303
2014,122,2282,277,271,1582,49,700
2014,123,1124,214,136,963,15,386
2015,1,1256,123,172,3383,56,601
2015,5,996,111,188,1901,42,812
2015,6,810,241,110,2990,26,765
2015,7,1285,349,221,1260,25,882
2015,9,1304,447,195,2553,41,934
2015,10,857,305,125,1766,48,665
2015,13,1325,185,193,4020,76,1239
2015,14,1222,413,312,6738,77,1549
2015,17,709,38,67,1624,57,446
2015,18,1619,368,241,4366,93,1157
2015,19,1171,139,130,3656,60,710
2015,20,951,55,103,2241,28,440
2015,22,80,23,14,150,6,77
2015,23,2050,715,404,1374,37,1707
2015,24,1428,181,162,2103,28,718
2015,25,2203,963,376,1830,71,1622
2015,26,917,145,149,927,17,631
2015,28,1372,388,275,1716,28,1101
2015,30,1211,528,244,993,97,1065
2015,32,2094,634,435,1410,57,1809
2015,33,1129,209,179,1253,41,1076
2015,34,1662,278,215,1908,54,1378
2015,40,3041,1639,603,3400,104,3562
2015,41,1737,543,980,1775,48,2064
2015,42,2130,934,383,1674,66,2330
2015,43,3610,719,527,3172,104,3404
2015,44,2965,1023,500,3523,113,3473
2015,45,2113,272,241,2632,58,1122
2015,46,2817,1012,423,2129,78,2854
2015,47,2711,839,443,2356,104,2712
2015,48,2219,935,373,1997,77,2529
2015,49,1905,389,226,2066,306,1400
2015,50,1365,429,119,1654,42,854
2015,52,2615,1254,441,3122,106,2565
2015,60,1932,455,383,1951,58,1635
2015,61,1592,331,196,2269,92,1047
2015,62,1861,302,350,2044,86,1233
2015,63,1529,188,200,2125,36,887
2015,66,1327,311,145,1873,84,858
2015,67,2958,660,626,2750,122,2712
2015,68,1642,370,185,1818,52,764
2015,69,1567,231,281,1346,52,1163
2015,70,2148,230,413,2828,116,1759
2015,71,2105,487,429,2065,83,1731
2015,72,1669,401,205,1640,61,1305
2015,73,2832,771,671,2163,91,3048
2015,75,4242,1244,1078,4711,188,4529
2015,76,755,171,106,985,18,479
2015,77,2016,349,365,1881,78,1720
2015,78,955,162,104,1984,34,629
2015,79,1922,254,370,2274,81,1779
2015,81,1747,358,344,1614,55,1513
2015,83,1776,161,304,2114,98,1721
2015,84,1186,112,290,2484,68,775
2015,88,1099,183,217,1381,27,821
2015,90,1953,385,296,2601,91,1267
2015,94,1066,147,110,1769,53,578
2015,100,908,52,263,792,13,616
2015,101,1440,83,430,1058,26,1411
2015,102,1879,133,382,1917,71,1473
2015,103,2465,537,649,2388,113,2308
2015,104,2008,150,297,2224,71,1140
2015,105,2622,80,457,2503,122,1686
2015,106,1957,168,276,2148,92,1192
2015,107,1533,126,221,1768,51,842
2015,108,1625,215,152,1731,96,962
2015,109,2173,175,282,3562,90,1340
2015,110,1464,190,289,2915,70,1656
2015,111,966,121,114,1212,30,322
2015,112,800,88,92,1700,193,392
2015,113,1887,259,589,2421,836,2054
2015,114,2786,424,464,3153,114,1865
2015,115,1820,434,344,2505,125,2255
2015,120,3157,332,519,1850,52,1679
2015,121,2319,504,340,2263,52,1253
2015,122,2334,218,259,1468,53,717
2015,123,1172,240,134,797,19,344
2016,1,1480,224,151,3602,68,683
2016,5,971,144,250,1910,42,814
2016,6,926,198,116,2541,31,836
2016,7,1412,390,238,1304,33,979
2016,9,1323,416,224,2529,40,1094
2016,10,993,289,129,1707,28,719
2016,13,1289,195,189,3772,69,1118
2016,14,1348,576,350,6199,72,1616
2016,17,812,117,71,1710,67,501
2016,18,1731,496,196,4461,69,1269
2016,19,1374,81,118,3855,100,761
2016,20,980,57,125,2183,37,461
2016,22,89,13,10,123,1,89
2016,23,2223,638,427,1394,39,1709
2016,24,1444,156,131,2209,31,745
2016,25,2056,850,335,1678,70,1540
2016,26,961,209,100,957,27,628
2016,28,1692,522,226,1943,33,1198
2016,30,1293,670,213,1070,71,1060
2016,32,2239,781,491,1390,49,1736
2016,33,1303,213,175,1387,37,1012
2016,34,1453,268,244,2002,65,1476
2016,40,3299,1355,544,3302,140,3640
2016,41,1730,610,1103,1683,56,2150
2016,42,2405,832,430,1798,74,2572
2016,43,3712,832,523,3264,113,3317
2016,44,3298,872,538,3403,140,3217
2016,45,2262,352,213,2267,65,1115
2016,46,3190,437,391,2348,86,2757
2016,47,3254,661,461,2861,128,2911
2016,48,2308,617,374,2031,84,2279
2016,49,1905,534,237,1908,350,1480
2016,50,1439,392,128,1643,41,838
2016,52,2558,1078,361,2981,102,2682
2016,60,1901,479,372,1678,46,1398
2016,61,1611,364,254,1998,103,970
2016,62,1654,337,323,1956,69,1165
2016,63,1554,243,245,2047,62,783
2016,66,1304,386,145,1703,91,812
2016,67,3427,385,604,2837,132,2640
2016,68,1637,733,191,1766,42,771
2016,69,1714,211,282,1272,45,1094
2016,70,2197,346,424,2653,97,1640
2016,71,2189,480,409,2031,83,1621
2016,72,1493,336,211,1670,67,1368
2016,73,2904,516,677,2118,94,2890
2016,75,4185,784,978,4428,206,4392
2016,76,707,318,141,883,31,514
2016,77,2085,234,354,1835,74,1722
2016,78,1018,227,107,2109,44,588
2016,79,2075,287,379,2263,77,1830
2016,81,1619,295,307,1555,55,1432
2016,83,2057,157,312,2077,81,1711
2016,84,1253,174,317,2590,70,834
2016,88,1132,255,212,1362,65,796
2016,90,2056,220,257,2530,104,1290
2016,94,1064,124,108,1712,45,596
2016,100,976,94,265,869,11,667
2016,101,1609,95,370,1152,33,1360
2016,102,1918,163,417,1796,72,1344
2016,103,2301,281,471,2042,113,2129
2016,104,2052,134,293,2304,79,1161
2016,105,2572,106,447,2340,123,1614
2016,106,2068,217,319,1956,90,1172
2016,107,1539,119,211,1827,56,792
2016,108,1461,176,154,1740,96,857
2016,109,2510,159,305,3560,103,1422
2016,110,1544,228,226,2826,92,1599
2016,111,878,121,90,1383,39,385
2016,112,938,125,101,1447,179,368
2016,113,2117,241,584,2213,820,2024
2016,114,2978,380,467,3223,125,1914
2016,115,1967,488,333,2487,129,2325
2016,120,3020,513,552,1875,51,1747
2016,121,2235,455,365,2204,68,1095
2016,122,2160,241,266,1426,49,794
2016,123,1091,330,126,711,12,340
2017,-99,0,0,0,1,0,2
2017,1,1533,171,145,3434,64,713
2017,5,961,122,180,1823,53,938
2017,6,968,445,139,2599,42,827
2017,7,1283,377,200,1291,50,1053
2017,9,1212,298,195,2386,38,940
2017,10,1026,199,101,1604,50,683
2017,13,1442,190,161,3602,92,1147
2017,14,1530,459,286,5994,61,1679
2017,17,918,130,67,1941,66,605
2017,18,1788,545,182,4496,90,1220
2017,19,1397,82,122,3931,109,869
2017,20,1005,134,110,2534,32,469
2017,22,71,13,17,101,1,82
2017,23,2087,714,351,1442,44,1540
2017,24,1379,155,131,2443,32,739
2017,25,1698,1036,300,1758,44,1641
2017,26,997,211,108,1076,18,618
2017,28,1670,542,179,2148,44,1074
2017,30,1229,173,186,1154,42,793
2017,32,2076,418,364,1380,44,1617
2017,33,1182,417,188,1319,33,916
2017,34,1684,332,249,2119,54,1397
2017,40,3370,1288,560,3219,123,3420
2017,41,1770,469,880,1608,75,1752
2017,42,2488,736,387,2070,76,2224
2017,43,3519,792,509,3112,114,3050
2017,44,3523,761,513,3582,140,3092
2017,45,2295,251,201,2134,78,1128
2017,46,2791,557,376,1996,120,2704
2017,47,3189,538,497,2954,128,2818
2017,48,2624,488,334,2115,92,2285
2017,49,1933,559,241,1937,438,1415
2017,50,1499,268,93,1686,43,741
2017,52,2747,1148,428,2944,123,2503
2017,60,1790,611,328,1646,57,1291
2017,61,1621,376,287,2135,97,1035
2017,62,1595,326,287,2047,60,1017
2017,63,1499,238,220,1744,59,867
2017,66,1248,249,125,1611,94,814
2017,67,3152,271,513,2740,161,2585
2017,68,1374,804,243,1750,56,736
2017,69,1464,290,306,1286,42,1020
2017,70,2007,502,403,2585,84,1561
2017,71,1990,356,355,1986,79,1501
2017,72,1541,360,243,1790,64,1235
2017,73,2845,567,585,1953,116,2743
2017,75,4577,633,840,4652,222,4030
2017,76,635,375,160,884,19,488
2017,77,1936,465,384,1711,58,1526
2017,78,978,176,91,1993,42,564
2017,79,2158,441,365,2191,82,1754
2017,81,1657,262,288,1497,47,1274
2017,83,2104,153,287,2215,103,1612
2017,84,1313,187,267,2645,42,918
2017,88,1187,207,149,1324,48,731
2017,90,2138,311,273,2601,95,1266
2017,94,1191,190,132,1530,67,613
2017,100,817,145,234,845,21,662
2017,101,1472,88,455,1037,26,1268
2017,102,1759,86,294,1602,86,1106
2017,103,2205,184,405,1903,102,1937
2017,104,2237,133,257,2317,83,1097
2017,105,2426,104,452,2181,114,1581
2017,106,2138,154,302,1875,79,1228
2017,107,1662,183,218,1751,55,930
2017,108,1686,172,171,1718,75,979
2017,109,2673,197,277,3526,104,1522
2017,110,1561,164,230,2515,75,1680
2017,111,847,110,111,1150,45,348
2017,112,958,78,79,1549,94,432
2017,113,2108,138,553,1888,655,1969
2017,114,3040,293,446,2846,114,1877
2017,115,2309,428,360,2642,111,2327
2017,120,3120,430,531,1739,42,1681
2017,121,2409,449,328,2036,55,1011
2017,122,2251,229,239,1408,49,708
2017,123,899,355,129,791,20,341
2018,-99,1,0,47,1,0,29
2018,1,1763,60,147,4241,71,799
2018,5,986,109,186,1917,47,927
2018,6,936,296,133,2758,31,866
2018,7,1280,148,185,1534,37,935
2018,9,1273,195,182,2457,42,958
2018,10,1171,173,102,1929,60,721
2018,13,1583,236,160,4208,78,1222
2018,14,1874,423,293,6361,80,1760
2018,17,906,108,66,2216,60,625
2018,18,1983,245,208,4587,89,1343
2018,19,1553,49,163,4242,90,920
2018,20,1048,36,104,2498,30,510
2018,22,64,20,10,96,2,64
2018,23,2009,290,346,1499,53,1536
2018,24,1408,82,162,2463,31,713
2018,25,1735,719,323,2154,58,1731
2018,26,993,133,112,1255,30,610
2018,28,1672,319,193,2072,37,1055
2018,30,1278,122,174,1281,31,892
2018,32,2035,272,363,1436,61,1590
2018,33,1273,344,192,1285,41,924
2018,34,1601,214,246,2030,80,1395
2018,40,3586,1146,544,3169,125,3317
2018,41,1721,307,693,1742,74,1612
2018,42,2758,381,370,2106,94,2470
2018,43,3533,485,574,2893,111,2890
2018,44,4213,604,523,3607,148,3329
2018,45,2076,237,159,2277,71,1300
2018,46,2940,714,457,2108,110,2882
2018,47,3189,581,470,2441,146,3014
2018,48,2586,403,346,1994,95,2226
2018,49,2133,279,331,1898,481,1504
2018,50,1384,97,119,1694,63,765
2018,52,2549,902,406,3239,130,2679
2018,60,1830,566,391,1909,77,1395
2018,61,1767,218,253,2194,112,1088
2018,62,1774,138,264,2110,64,988
2018,63,1309,171,216,1897,46,750
2018,66,1210,154,141,1842,83,757
2018,67,3403,309,611,2806,137,2454
2018,68,1144,565,183,1690,57,776
2018,69,1379,177,245,1455,73,950
2018,70,2004,302,375,2729,127,1560
2018,71,2065,177,307,2085,101,1492
2018,72,1470,305,264,1950,83,1239
2018,73,3122,479,703,2159,117,2972
2018,75,4732,491,794,4782,232,3981
2018,76,738,281,185,940,31,520
2018,77,2066,411,358,1838,97,1576
2018,78,1073,141,126,2049,59,653
2018,79,2495,425,385,2373,98,1866
2018,81,1761,136,246,1592,67,1279
2018,83,2241,170,295,2346,89,1617
2018,84,1411,136,269,2639,54,1010
2018,88,1359,114,152,1402,52,745
2018,90,2121,263,280,2545,122,1273
2018,94,1242,127,142,1714,48,628
2018,100,741,117,201,821,16,612
2018,101,1506,102,358,1195,40,1324
2018,102,1922,68,308,1671,99,1138
2018,103,2159,149,445,1880,116,1895
2018,104,2214,85,267,2396,84,1018
2018,105,2654,83,438,2350,134,1658
2018,106,2233,143,342,1864,99,1338
2018,107,1512,90,233,1695,61,840
2018,108,1825,152,167,1908,105,864
2018,109,2647,186,292,3986,132,1484
2018,110,1690,146,241,2875,92,1837
2018,111,842,95,94,1157,44,354
2018,112,904,57,92,1718,119,393
2018,113,2140,142,577,2369,364,1834
2018,114,2814,245,424,3032,137,1918
2018,115,2266,262,408,2594,129,2439
2018,120,3155,391,566,1832,58,1831
2018,121,2206,359,335,2047,63,1056
2018,122,2148,226,235,1520,47,701
2018,123,1059,237,133,875,21,315
2019,-99,13,5,426,8,0,217
2019,1,1610,56,145,3718,62,757
2019,5,1150,129,131,1861,57,989
2019,6,1048,321,139,2700,36,799
2019,7,1258,99,176,1473,51,1029
2019,9,1153,171,197,2300,46,933
2019,10,1069,175,134,1815,51,737
2019,13,1670,213,181,4218,73,1161
2019,14,1718,433,234,5490,73,1432
2019,17,806,57,80,2130,84,506
2019,18,1793,102,174,4407,96,1296
2019,19,1471,42,195,4825,86,906
2019,20,1005,33,96,2398,29,521
2019,22,63,12,5,93,1,75
2019,23,1826,194,404,1379,59,1557
2019,24,1121,55,118,2242,24,799
2019,25,1752,1147,348,2089,80,1587
2019,26,1089,76,139,1283,20,620
2019,28,1468,253,252,1772,39,1190
2019,30,1174,131,174,1300,38,919
2019,32,2034,266,369,1365,55,1632
2019,33,1203,299,189,1314,54,897
2019,34,1445,230,232,1911,86,1341
2019,40,3920,1556,591,3163,159,3373
2019,41,1769,233,177,1428,79,1232
2019,42,2804,341,356,2006,115,2360
2019,43,3166,265,447,2558,142,2681
2019,44,3701,429,531,3151,176,3375
2019,45,2077,166,233,2013,75,1233
2019,46,3175,629,467,2201,121,2711
2019,47,3252,391,495,2280,152,2862
2019,48,2487,292,342,1837,83,2218
2019,49,2046,166,302,1722,341,1447
2019,50,1489,71,153,1750,60,696
2019,52,2636,767,463,3021,138,2639
2019,60,1744,315,370,1667,57,1317
2019,61,1388,164,296,1986,119,1001
2019,62,1731,156,285,2117,61,951
2019,63,1137,75,226,1693,56,741
2019,66,1219,103,187,1651,85,771
2019,67,2901,216,584,2328,172,2247
2019,68,1256,317,210,1672,46,758
2019,69,1501,103,230,1178,58,906
2019,70,1834,198,325,2608,108,1419
2019,71,1783,157,380,1774,105,1358
2019,72,1422,302,255,1802,72,1156
2019,73,3250,351,647,1886,151,2646
2019,75,4372,406,771,4357,238,3687
2019,76,698,197,149,831,39,435
2019,77,1884,263,383,1582,96,1404
2019,78,1018,68,138,1840,39,579
2019,79,2269,239,442,2571,84,1691
2019,81,1666,158,248,1713,98,1208
2019,83,2025,200,310,2139,88,1557
2019,84,1338,115,247,2191,47,876
2019,88,1233,115,169,1432,58,875
2019,90,1950,248,318,2192,125,1254
2019,94,980,71,118,1434,41,539
2019,100,977,47,226,810,20,639
2019,101,1609,68,400,1000,30,1267
2019,102,1879,104,294,1391,93,1167
2019,103,2179,259,450,1992,130,1970
2019,104,1924,134,281,2198,102,1069
2019,105,2635,80,422,2165,192,1646
2019,106,2087,147,322,1741,146,1260
2019,107,1806,83,235,1746,76,934
2019,108,1394,151,162,1757,97,906
2019,109,2458,175,304,3690,123,1438
2019,110,1737,132,236,2673,110,1728
2019,111,795,69,107,1132,53,361
2019,112,925,118,109,1497,67,426
2019,113,2371,205,543,2135,167,1881
2019,114,2556,212,470,2769,161,1795
2019,115,2048,273,368,2239,124,2201
2019,120,2816,373,586,1394,42,1463
2019,121,2021,385,380,1668,47,952
2019,122,1879,223,256,1147,58,640
2019,123,893,150,124,568,18,295
